selling_price,city,house_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,scenic_views
799900,Kirkland,24,4,2.5,3030,7800,1450,2,0
359000,Seattle,23,4,1.75,1680,9244,0,2,0
360000,Seattle,22,4,2.5,2050,9143,0,2,0
865000,Seattle,24,4,2.5,2710,4069,0,3,0
450000,Seattle,1,7,4,3150,7800,0,2,0
600000,Renton,13,5,3.25,4410,58157,2080,2,0
482000,Auburn,14,4,2.5,2846,85377,870,1.5,0
465000,Auburn,10,3,2.5,2714,17936,0,2,0
495000,Auburn,0,4,2.75,2656,21195,0,2,0
450000,Maple Valley,24,3,2.5,2450,19744,0,2,0
539500,Maple Valley,24,3,2.5,3080,12476,0,2,0
569999,Maple Valley,25,3,2.5,3080,13880,0,2,0
475000,Seattle,13,3,2.5,2480,6031,0,2,0
470000,Seattle,27,3,2.25,2220,9800,0,2,0
525000,Seattle,22,5,3.25,2480,10277,840,2,0
565000,Seattle,2,5,3,2560,12480,970,1,0
605000,Seattle,25,3,2.25,2260,17114,0,2,0
495000,Seattle,18,4,2.5,2310,7555,0,2,0
689000,Seattle,0,4,2.75,3250,10000,0,2,0
383610,Seattle,26,3,2,1230,8450,0,1,0
375000,Seattle,17,3,2.5,1950,6871,0,2,0
498500,Seattle,22,4,2.5,1910,7172,0,2,0
685000,Seattle,7,4,2.5,2820,10125,0,2,0
405000,Seattle,13,4,2.5,2670,20894,340,2,0
665000,Seattle,1,3,3.5,2460,14155,560,2,0
680000,Seattle,1,5,3.25,2440,15815,450,2,0
505000,Seattle,16,4,2,2730,12000,1320,1,0
510000,Seattle,16,4,2.5,2610,8031,0,2,0
780000,Seattle,13,4,2.5,3180,9603,0,2,2
470000,Seattle,16,4,2.5,1990,30083,0,2,0
299999,Auburn,14,3,2.5,2380,9719,0,2,0
624950,Kirkland,21,3,2.5,2060,4730,0,2,0
289275,Duvall,29,3,2,2860,24046,1160,1,0
599900,Duvall,12,3,1.5,2605,12030,1250,1,0
265000,Duvall,25,2,1.5,1440,22081,0,2,0
330000,Duvall,9,3,2.5,1600,26977,0,2,0
387000,Duvall,25,3,1.5,1620,21929,0,2,0
279500,Kent,5,4,2.5,1613,4338,0,2,0
260000,Kent,5,3,2.5,1427,4337,0,2,0
725000,Kent,24,3,2.5,3410,41022,0,2,0
357000,Kent,26,4,2.75,2700,49428,0,1,0
910000,Woodinville,27,4,3.5,4040,50479,0,2,0
898000,Woodinville,23,4,2.5,3700,63991,0,2,0
783350,Woodinville,24,4,2.5,3290,35001,0,2,0
896000,Woodinville,23,4,2.5,3560,46644,0,2,0
970000,Woodinville,18,3,3.5,3840,53696,0,2,0
820000,Woodinville,19,3,2.5,2950,35108,0,1.5,0
875000,Woodinville,19,4,2.5,3470,32109,0,2,0
680000,Woodinville,16,4,2.75,3310,50951,0,2,0
650000,Woodinville,17,3,2.5,2180,37042,0,2,0
695000,Woodinville,16,3,2.5,2620,51354,0,2,0
720000,Kirkland,7,4,2.5,3420,17038,0,2,0
874150,Kirkland,27,4,3.5,3530,14406,960,2,1
310000,Issaquah,26,3,1.5,1140,3292,0,2,0
305000,Issaquah,26,2,1.5,1140,2980,0,2,0
310000,Issaquah,26,3,1.5,1140,3104,0,2,0
310000,Issaquah,26,3,1.5,1150,3323,0,2,0
419000,Seattle,16,5,3,2190,9652,0,2,0
664950,Seattle,1,5,3,3190,7081,1300,1,2
899000,Kirkland,19,3,2.5,1950,3730,0,2,0
898888,Kirkland,19,3,2.5,2080,3729,0,2,0
429000,Seattle,19,3,3.25,2210,3600,390,2,0
518500,Seattle,29,4,3,2120,5520,700,1.5,0
453000,Seattle,9,2,1.5,1160,1269,190,2,0
615000,Seattle,11,3,3.25,1470,1152,0,3,0
602000,Seattle,7,3,3.25,1460,1367,0,3,0
560000,Seattle,7,3,2.5,1390,1411,0,3,0
450000,Seattle,7,2,1.5,960,1000,40,2,0
384000,Seattle,5,3,2.25,990,736,110,2.5,0
433000,Seattle,7,3,2.5,1270,1062,210,2,0
545000,Kirkland,18,3,2.5,1900,3366,0,2,0
589000,Kirkland,18,3,2.5,2940,4799,1230,1,0
605000,Renton,26,5,3.5,3060,8862,0,2,0
710000,Renton,24,4,2.5,3220,18618,0,2,1
548000,Renton,20,4,2.5,2440,11005,0,2,0
475000,Seattle,14,3,3,2010,2554,150,2,0
600000,Renton,21,4,2.5,2420,7744,0,2,0
570000,Renton,21,3,2.5,2400,6975,0,2,0
640000,Renton,21,3,2.5,2370,11172,0,2,0
572500,Renton,24,3,2.5,2490,7589,0,2,0
562500,Renton,23,4,2.5,2440,7322,0,2,0
309000,Maple Valley,26,3,2.5,1780,7859,0,2,0
335000,Maple Valley,29,3,2.25,1870,5876,0,2,0
290000,Maple Valley,28,3,2,1700,6498,0,1,0
352000,Maple Valley,29,4,2.5,2470,6116,1050,1,0
393000,Maple Valley,27,3,2.25,2140,10256,0,2,0
429800,Maple Valley,29,3,2,1970,7000,0,1,0
379950,Maple Valley,27,3,1.75,2040,12065,0,1,0
375000,Maple Valley,24,3,2.5,1830,13042,0,2,0
363000,Maple Valley,21,3,2,1750,7000,0,1,0
392000,Maple Valley,24,4,2.75,1940,6555,0,2,0
397500,Maple Valley,22,4,2.5,2570,7859,0,2,0
380000,Maple Valley,22,3,2.5,1880,6047,0,2,0
342500,Maple Valley,22,3,2.5,1810,5192,0,2,0
408000,Maple Valley,24,3,2.5,2620,8403,0,2,0
390000,Maple Valley,19,3,2.5,2250,8076,0,2,0
335620,Maple Valley,29,3,2.25,1800,15903,460,1,0
419000,Renton,21,4,2.5,2690,7947,0,2,0
332100,Auburn,18,5,3.5,2660,6978,680,2,0
329800,Auburn,19,4,2.5,2080,7047,0,2,0
316000,Auburn,19,4,2.5,2010,7226,0,2,0
327000,Auburn,16,5,2.75,2400,8050,0,2,0
320000,Auburn,17,4,2.5,1940,7040,0,2,0
346300,Auburn,17,4,2.5,2590,11018,0,2,0
319900,Auburn,17,3,2.5,2040,7580,0,2,2
270000,Auburn,16,4,2.5,1920,8497,0,2,0
347000,Auburn,18,4,1.5,2670,10026,0,2,0
427500,Auburn,15,4,2.5,3160,8726,0,2,0
360000,Auburn,15,4,2.5,2390,7115,0,2,0
359800,Auburn,15,4,2.5,2390,6426,0,2,0
260000,Auburn,17,3,2.5,1500,7401,0,2,0
262000,Auburn,17,3,2.5,1700,6200,0,2,0
480000,Auburn,11,5,3.5,3480,12821,590,2,2
537000,Auburn,9,4,4.25,4883,26040,1024,2,3
319950,Auburn,30,3,2.5,2240,7500,0,2,0
340000,Auburn,28,3,2.5,2270,7917,0,2,0
355000,Auburn,30,4,2.5,2130,9268,0,2,0
264500,Auburn,25,3,2.5,1630,8346,0,1,0
329950,Auburn,29,4,2.25,2140,8874,0,2,0
322500,Auburn,28,4,2.25,2140,9377,0,2,0
273000,Auburn,28,3,2.25,1830,7651,0,2,0
324900,Auburn,27,3,2.25,2080,9740,0,2,0
336000,Auburn,28,3,2.25,2820,11625,0,2,0
285167,Auburn,26,3,2.25,2200,8375,0,2,0
331950,Auburn,24,4,2.5,2530,9933,520,2,2
420000,Auburn,15,4,2.5,3040,24123,0,2,0
265000,Auburn,25,3,2.5,1780,6527,0,2,0
268000,Auburn,26,4,3,1840,7510,0,2,0
297300,Auburn,28,3,1.75,1980,9220,0,2,0
299995,Auburn,26,3,2.5,1970,7500,0,2,0
265500,Auburn,25,3,2.5,1450,8977,0,1,0
300499,Auburn,24,4,2.5,2150,7944,0,2,0
280000,Auburn,24,4,2.5,2050,7416,0,2,0
294000,Auburn,24,4,2.5,2210,8465,720,1,0
313000,Auburn,22,4,2.5,2460,10320,0,2,0
272000,Auburn,20,3,2.5,1980,6608,0,2,0
308900,Auburn,20,3,2.5,2250,7294,0,2,0
329000,Auburn,18,5,2.75,2570,7260,0,2,0
269100,Auburn,20,3,2.5,2190,7904,0,2,0
963000,Issaquah,7,4,3.5,3280,6603,0,2,0
845000,Bellevue,24,4,2.5,2970,9072,0,2,0
765000,Bellevue,22,3,2.5,2700,8444,0,2,0
860000,Bellevue,23,3,2.5,2770,9136,0,2,0
782000,Bellevue,23,4,2.5,2380,9614,0,2,0
740000,Bellevue,22,4,2.5,2500,10330,0,2,0
938000,Bellevue,23,3,2.5,3090,10940,0,2,2
912000,Bellevue,21,3,2.5,2979,17313,0,2,2
935000,Bellevue,19,4,3.25,4110,15488,0,2,2
810000,Bellevue,22,3,2.5,2610,8481,0,2,0
850000,Bellevue,21,4,2.5,2900,9972,0,2,0
751305,Bellevue,20,4,2.5,2660,8469,0,2,0
796500,Bellevue,21,3,2.75,2590,12063,0,2,0
746000,Bellevue,22,3,2.5,2620,8950,0,2,0
728935,Bellevue,22,4,2.5,2980,10194,0,2,0
960000,Bellevue,21,5,2.75,3040,10257,0,2,0
950000,Bellevue,19,4,2.5,3320,7644,0,2,0
932808,Bellevue,19,5,4.5,4690,6705,1240,2,0
905000,Bellevue,20,4,2.5,3330,9557,0,2,0
898000,Bellevue,17,3,2.5,3530,9753,0,2,0
760000,Bellevue,17,5,3.5,3180,14000,0,2,0
866059,Bellevue,0,5,3.5,3130,4797,560,2,0
795000,Bellevue,6,5,3.5,3330,3705,720,2,0
739000,Bellevue,12,4,2.5,2780,6737,0,2,0
828200,Bellevue,13,4,2.75,3400,7081,0,2,0
450000,Seattle,0,3,2.75,2240,3360,140,2,0
572000,Seattle,0,4,2.75,2770,3852,0,2,0
375000,Seattle,27,3,2.5,2320,5760,840,1,0
293500,Maple Valley,11,3,2.5,1610,5024,0,2,0
296475,Maple Valley,10,3,2.5,1520,4170,0,2,0
288000,Maple Valley,10,3,2.5,1520,3593,0,2,0
315000,Maple Valley,11,3,2.5,1790,6452,0,2,0
310000,Maple Valley,10,3,2.5,1990,3600,0,2,0
836500,Seattle,18,3,2.5,2230,7200,0,3,3
359500,Federal Way,26,4,2.25,2390,11250,0,2,0
335000,Federal Way,30,3,2,1410,44866,0,1,0
340000,Federal Way,7,4,2.5,2441,7316,0,2,0
350000,Federal Way,7,4,2.5,2506,7206,0,2,0
270000,Federal Way,23,3,2,1820,7750,0,1,0
539500,Seattle,17,4,3.5,2710,5722,670,2,0
384000,Seattle,27,6,3,2320,4502,1120,1,0
310000,Seattle,26,5,3,2270,5001,910,1,0
282500,Kent,24,3,2.25,1670,7150,0,2,0
289000,Kent,24,3,2.25,1670,6600,0,2,0
269000,Kent,24,3,2.5,1730,6653,370,1,0
279900,Kent,25,3,2,1410,6600,0,1,0
339950,Kent,25,4,2.25,2200,7150,0,2,0
306000,Kent,25,4,2.5,1880,9426,0,2,0
276750,Kent,26,3,2,1620,12482,330,1,0
725000,Renton,8,4,2.5,3270,6055,0,2,0
269800,Seattle,2,4,2.75,1830,3420,0,2,0
263900,Seattle,0,3,2.5,1658,2700,0,2,0
417000,Renton,4,3,2.5,2000,4500,0,2,0
475000,Renton,5,4,2.5,2500,4500,0,2,0
415000,Renton,4,4,2.5,2020,5501,0,2,0
725000,Redmond,29,3,2.5,2620,28703,0,1,0
900000,Redmond,30,4,2.5,3620,42580,0,2,0
775000,Redmond,30,4,2.5,2540,28563,0,1,0
749400,Redmond,29,4,2.5,3240,20301,0,2,0
439000,Renton,24,5,3.5,2880,10000,900,2,3
550000,Seattle,16,4,2.5,1670,5116,0,2,0
365000,Kent,9,3,2.5,2653,4510,0,2,0
475000,Woodinville,25,4,2.5,2120,57050,0,2,0
969990,Sammamish,0,4,2.5,4150,8436,0,2,0
718000,Renton,1,5,2.75,2930,7663,0,2,0
819995,Renton,1,5,2.75,3030,10335,0,2,0
552500,Renton,7,4,2.5,3260,6902,0,2,0
643000,Sammamish,10,4,2.5,2518,4663,0,2,0
545000,Sammamish,11,3,2.5,1990,5149,0,2,0
580000,Sammamish,11,3,2.5,2150,4604,0,2,0
565000,Sammamish,11,4,2.5,2280,4602,0,2,0
570000,Sammamish,11,4,2.5,2280,4534,0,2,0
625000,Sammamish,12,3,2.5,2280,4757,0,2,0
589000,Sammamish,10,3,2.5,2250,4337,0,2,0
560200,Sammamish,10,3,2.5,1990,3984,0,2,0
544900,Sammamish,10,3,2.5,1990,4936,0,2,0
655000,Sammamish,11,3,2.5,2320,4721,0,2,0
650000,Sammamish,11,3,2.5,2320,5284,0,2,0
359000,Auburn,25,4,2.5,2640,7883,0,2,0
372000,Kent,25,4,2.5,2520,9604,0,2,0
270000,Auburn,1,4,2.5,2701,5821,0,2,0
443750,Seattle,11,3,2.25,1460,968,320,2,0
825000,Seattle,8,4,3.25,3200,4477,810,2,0
630000,Seattle,0,4,2.5,1910,1502,0,3,0
803000,Redmond,26,4,2.5,2790,7673,0,2,0
766000,Redmond,26,3,2.5,2270,9822,0,2,0
360000,Woodinville,17,3,2.5,1480,3851,0,2,0
298500,Auburn,11,4,2.5,1890,5954,0,2,0
405000,Seattle,8,2,3,1160,1073,280,2,0
402723,Seattle,8,3,2.75,1160,1073,280,2,0
380950,Seattle,8,2,2,1120,1039,280,2,0
525000,Duvall,16,4,2.75,2530,17856,0,2,0
475000,Duvall,18,4,2.5,2040,16200,0,2,0
469950,Duvall,17,4,2.75,2530,14178,0,2,0
410000,Duvall,17,3,2.5,1860,15457,0,2,0
969500,Seattle,30,3,3.25,2080,3025,860,2,2
420000,Renton,14,4,2.5,2110,9825,0,2,0
590000,Woodinville,21,4,2.25,2430,32496,0,1,0
630000,Woodinville,21,4,2.5,2740,43101,0,2,0
660000,Woodinville,21,3,2.5,2680,28243,0,2,0
354000,Kent,9,4,2.5,2900,4762,0,2,0
341950,Kent,9,5,3,3070,5252,0,2,0
375000,Seattle,23,3,2.5,1770,5146,0,2,0
277000,Seattle,14,4,3,1960,5160,790,1,0
561000,Bellevue,29,3,2.25,1640,7200,0,2,0
625000,Renton,7,3,2.5,3220,6409,0,2,0
584950,Renton,5,4,3,3220,6224,0,1.5,0
549000,Renton,6,4,2.5,2910,6338,0,2,0
570000,Renton,3,4,2.75,3250,5600,0,2,0
505000,Renton,1,4,2.5,2420,5006,0,2,0
540000,Renton,1,4,2.5,3000,5471,0,2,0
359000,Renton,13,4,2.5,2160,4500,0,2,0
325000,Renton,13,3,2.5,1870,3480,0,2,0
349000,Renton,11,4,2.5,2280,4096,0,2,0
324500,Renton,12,3,2.5,1590,4108,0,2,0
345000,Renton,11,4,2.5,2390,6976,0,2,0
340000,Renton,11,4,2.5,2160,5455,0,2,0
439900,Renton,11,5,3.5,3390,7950,0,2,2
419500,Renton,11,4,2.5,2550,7200,0,2,2
320000,Renton,11,3,2.5,1680,4584,0,2,0
348000,Renton,12,3,2.5,1670,5090,0,2,0
355000,Renton,11,4,2.5,2390,6775,0,2,0
374000,Renton,10,4,2.5,2580,6260,0,2,0
325000,Renton,10,4,2.5,1960,3543,0,2,0
347000,Renton,11,3,2.5,1680,4308,0,2,0
289950,Renton,10,3,2.5,1960,3480,0,2,0
445000,Renton,11,5,3,3880,7180,0,2,0
506000,Renton,10,5,3.75,3880,8370,0,2,0
320000,Renton,11,3,2.5,1590,3480,0,2,0
430000,Renton,10,5,3,3880,8432,0,2,0
860000,Renton,16,3,3.25,4720,32467,1530,2,2
725000,Renton,16,4,2.5,3300,28433,0,2,0
725000,Renton,14,4,3.25,3940,27591,500,2,3
725000,Renton,15,4,2.5,2990,29170,0,2,3
736500,Renton,14,4,2.5,3180,21904,0,2,3
785000,Renton,14,3,2.5,2930,33981,0,2,2
539950,Seattle,1,3,2.25,1860,1558,0,3,0
350000,Seattle,9,2,2.5,1260,1347,0,3,0
425000,Seattle,9,3,3.25,1410,1350,0,3,0
429000,Seattle,9,3,3.25,1410,1246,0,3,0
382000,Seattle,9,3,3.25,1410,1253,0,3,0
340000,Seattle,11,3,2.5,1240,1115,0,3,0
355000,Seattle,23,3,2,1480,2502,0,2,0
326000,Seattle,7,2,1.5,1030,798,0,3,0
280000,Seattle,12,2,1.5,800,1196,0,2,0
335000,Seattle,11,3,3,1430,1249,0,3,0
375000,Seattle,7,3,3.25,1370,1227,0,3,0
375000,Seattle,8,3,1.5,1290,1213,0,3,0
414950,Seattle,6,3,2.5,1570,1551,0,3,0
398500,Seattle,9,2,2.5,1780,1311,430,3,0
345000,Seattle,8,2,2.25,1110,1290,0,3,0
355000,Seattle,7,3,2,1220,1186,0,3,0
590000,Seattle,10,4,2.5,2380,4950,0,2,0
850000,Seattle,19,3,2.25,2870,8170,620,2,0
432000,Seattle,7,3,2.25,1470,1578,380,2,0
475000,Seattle,16,3,2.5,1700,9100,540,1,0
760000,Seattle,0,4,2.25,3300,8365,0,3,0
575000,Seattle,21,3,2.5,1760,2320,0,2,2
282000,Kent,20,3,2.5,1680,15711,440,1,0
336000,Seattle,27,3,3,1790,13350,600,1,0
312500,Seattle,15,2,1.5,1070,1200,0,2,0
269500,Seattle,15,2,1,800,1200,0,2,0
270000,Kent,18,3,2.5,1770,7336,0,2,0
294999,Kent,20,4,2.5,1660,9760,0,2,0
269000,Kent,21,3,2,1410,10577,0,1,0
465000,Seattle,19,3,2.5,1450,5175,420,1,0
260000,Seattle,13,2,1.5,980,1296,140,2,0
275000,Seattle,5,3,2.25,1260,1488,0,3,0
305000,Seattle,6,3,2.5,1260,895,100,3,0
315000,Seattle,14,1,1,580,7200,0,1,0
782500,Sammamish,9,4,2.5,2930,7806,0,2,0
695000,Sammamish,9,3,2.75,2540,4694,0,2,0
675000,Sammamish,8,4,2.5,2390,5249,0,2,0
695000,Sammamish,8,3,2.5,2390,4555,0,2,0
698000,Sammamish,8,3,2.5,2580,4636,0,2,0
799950,Seattle,0,3,2.25,1860,1386,0,3,0
409000,Kent,24,3,2.5,2740,9168,0,2,0
464000,Kent,22,4,2.5,3140,12591,0,2,0
330000,Kent,17,4,2.5,2340,11784,0,2,0
420000,Kent,21,3,2.5,2370,15375,0,2,2
440000,Kent,21,4,2.5,3080,10646,0,2,0
364900,Kent,19,4,2.5,2490,9346,0,2,2
425000,Kent,21,3,2.75,2600,10874,0,2,0
815000,Bellevue,15,3,3.75,2780,5002,0,2,0
848000,Bellevue,14,3,3.5,3010,5717,0,2,0
761000,Seattle,9,3,3.5,2050,2020,530,2,0
320000,Auburn,16,3,2.5,2280,7417,0,2,0
795000,Redmond,16,4,2.75,3100,7501,0,2,0
792000,Redmond,15,4,2.75,3100,10245,0,2,0
822500,Redmond,16,3,2.5,3090,7708,0,2,0
813000,Redmond,16,4,2.5,3430,7508,0,2,0
796000,Seattle,9,4,3.5,3670,4960,800,2,0
970000,Sammamish,28,4,3.25,4740,76230,0,2,0
695000,Seattle,30,3,3.25,3080,12100,1000,2,0
369000,Seattle,17,3,2,1340,1480,0,3,0
465000,Seattle,9,3,2.5,1600,1311,0,3,0
527700,Seattle,6,2,2.25,1330,806,0,3,0
510000,Seattle,6,3,3,1320,1012,0,3,0
530000,Seattle,12,3,1.5,1950,1963,0,3,0
584000,Seattle,22,3,2.5,1790,3962,0,2,0
677790,Seattle,17,6,3,2800,4213,0,2,0
318000,Seattle,6,3,2.25,1250,1017,0,3,0
265000,Auburn,19,3,2.5,1890,6088,0,2,0
360000,Renton,16,4,3,2580,6740,0,2,0
370000,Renton,15,4,3,2580,5511,0,2,0
325000,Renton,15,3,2,1570,5600,0,1,0
325000,Kent,15,4,2.5,2200,7719,0,2,0
320000,Kent,15,4,2.5,2110,6295,0,2,0
292000,Kent,14,4,2.5,2060,5950,0,2,0
341780,Auburn,1,4,2.75,2260,4440,0,2,0
260000,Maple Valley,11,4,2.5,1960,5238,0,2,0
675000,Renton,8,4,2.5,3000,5548,0,2,0
710000,Renton,8,4,2.5,3060,5000,0,2,0
682000,Renton,9,5,2.75,2760,5000,0,2,0
690700,Renton,10,5,2.75,2870,5349,0,2,0
950000,Seattle,2,3,2.5,2280,2296,390,3,0
650000,Seattle,20,2,2.5,1740,2500,530,2,2
750000,Seattle,27,4,3.25,2050,5000,680,2,0
605000,Seattle,27,3,2.25,1290,2500,0,2,0
958000,Seattle,30,4,3.5,1800,6400,0,2,2
262000,Federal Way,25,3,1.75,1320,6530,0,1,0
260000,Federal Way,30,4,2.75,2250,7345,930,1,0
450000,Seattle,24,3,2.5,1990,3478,470,2,0
480000,Renton,2,5,2.75,2670,4780,0,2,0
565997,Renton,0,5,2.75,2730,5820,0,2,0
460000,Renton,4,4,2.5,2200,6400,0,2,0
559950,Renton,1,5,2.75,2990,6370,0,2,0
563950,Renton,1,4,2.75,3050,4750,0,2,0
798000,Bellevue,27,4,3.25,3500,10260,0,2,0
469950,Kent,0,5,3,3223,6371,0,2,0
459950,Kent,1,5,2.75,3078,6371,0,2,0
479349,Kent,1,5,3,3223,6371,0,2,0
550000,Seattle,29,3,2.5,3070,14400,1350,1,3
690000,Seattle,21,5,3.5,2720,7598,860,2,0
350000,Kent,6,4,2.75,2500,5995,0,2,0
435000,Maple Valley,25,3,2.5,2530,16102,0,2,0
415000,Maple Valley,26,4,2.75,2390,9968,1000,1,0
435000,Maple Valley,25,3,2,2660,16677,450,1,0
390000,Renton,23,4,2.5,1840,15496,0,2,0
337000,Renton,21,3,1.75,1310,12750,0,1,0
630000,Renton,6,3,2.5,3490,12410,900,2,0
379500,Renton,25,3,2.25,2070,14196,0,2,0
329950,Renton,30,3,1.75,1360,13320,0,1,0
413000,Seattle,18,3,2,1520,3451,0,1,0
398500,Seattle,19,3,2.5,1630,1971,0,2,0
394950,Seattle,4,2,1,1131,1304,0,3,0
403000,Seattle,4,2,1,894,1552,0,2,0
390000,Seattle,3,2,1,962,1992,0,2,0
467000,Seattle,7,3,2.5,1425,1179,0,3,0
369500,Seattle,6,3,2,1108,1128,0,3,0
967000,Seattle,5,4,2.5,3100,7250,0,2,0
580000,Seattle,13,4,2.5,2150,5000,0,2,0
935000,Seattle,6,4,3,3680,7105,790,2,2
550000,Seattle,27,4,2.75,2160,5005,730,1,0
445000,Seattle,25,4,2.5,2170,5257,0,2,0
463000,Seattle,30,3,2,1590,5009,0,2,0
559900,Seattle,27,5,3,2200,6380,760,1,0
685000,Seattle,6,4,3.5,2840,4637,0,3,0
765000,Maple Valley,14,4,2.5,4040,25752,0,2,0
699000,Maple Valley,12,5,2.5,3340,24755,0,2,0
435000,Renton,28,4,2.25,2730,7506,0,2,0
320000,Renton,27,4,2.75,2610,9077,1300,1,0
325000,Renton,27,4,2.5,2280,9899,0,2,0
429900,Renton,27,4,2.5,2640,8625,0,2,0
485000,Renton,19,4,3,3110,18843,0,2,0
321000,Maple Valley,11,4,2.5,1830,9601,0,2,0
353000,Maple Valley,12,4,2.5,1830,5331,0,2,0
305000,Maple Valley,13,3,2.5,1690,5175,0,2,0
312000,Maple Valley,11,4,2.5,1830,5175,0,2,0
349000,Maple Valley,12,4,2.5,1830,4694,0,2,0
314950,Maple Valley,12,3,2.5,1690,4533,0,2,0
339000,Maple Valley,11,4,2.5,1830,8601,0,2,0
338900,Maple Valley,11,4,2.5,1830,5612,0,2,0
358000,Maple Valley,13,4,2.5,1830,7308,0,2,0
297000,Maple Valley,12,3,2.5,1690,4988,0,2,0
312900,Maple Valley,11,4,2.5,1630,4473,0,2,0
295000,Maple Valley,11,3,2.5,1690,4102,0,2,0
360000,Maple Valley,11,4,2.5,2000,5500,0,2,0
425000,Maple Valley,13,4,3,2430,5502,0,2,0
380000,Maple Valley,12,4,2.5,2000,6921,0,2,0
409950,Maple Valley,11,4,3,2430,7163,0,2,0
540000,Maple Valley,11,5,3,3610,9775,0,2,0
549900,Maple Valley,11,5,3,3610,7555,0,2,0
380000,Maple Valley,12,4,3,2800,9764,0,2,0
457000,Maple Valley,12,4,3,2800,7845,0,2,0
444000,Maple Valley,12,4,3,2800,7198,0,2,0
549950,Maple Valley,11,4,2.5,3780,6800,0,2,0
449950,Maple Valley,11,4,3,2800,6977,0,2,0
410000,Maple Valley,11,4,3,2430,7243,0,2,0
412000,Maple Valley,12,4,3,2430,7242,0,2,0
555000,Maple Valley,10,5,3,3640,6930,0,2,0
426000,Maple Valley,10,4,2.5,2800,8494,0,2,0
390000,Maple Valley,11,3,2.5,2350,5100,0,2,0
399950,Maple Valley,12,4,2.5,2350,5100,0,2,0
357500,Maple Valley,10,3,3.5,2080,5100,0,2,0
335000,Maple Valley,10,4,2.5,1830,4500,0,2,0
291500,Maple Valley,10,4,2.5,1770,5000,0,2,0
324950,Maple Valley,11,4,2.5,1770,5000,0,2,0
353500,Maple Valley,10,4,2.5,1770,9239,0,2,0
378000,Maple Valley,10,3,2.5,2150,11672,0,2,0
404000,Maple Valley,9,3,2.5,2370,4324,0,2,0
346950,Maple Valley,8,3,2.5,2040,4348,0,2,0
366000,Maple Valley,9,3,2.5,2370,4375,0,2,0
278226,Maple Valley,9,4,2.5,2390,4639,0,2,0
353000,Maple Valley,9,4,2.5,2300,4249,0,2,0
371000,Maple Valley,9,4,2.5,2550,4770,0,2,0
775000,Maple Valley,10,5,2.75,3750,12077,0,2,4
589450,Maple Valley,9,4,2.5,3190,7941,0,2,0
490000,Maple Valley,9,4,3.5,3200,6420,0,2,0
585000,Maple Valley,9,4,3,3400,5100,0,2,0
448000,Maple Valley,8,4,2.5,2510,6853,0,2,2
525000,Maple Valley,8,4,2.5,2910,7631,0,2,2
515000,Maple Valley,10,4,3.5,3400,5222,0,2,0
609900,Maple Valley,8,4,2.5,3190,7399,0,2,0
679000,Maple Valley,9,4,2.5,3680,7236,0,2,0
616000,Maple Valley,8,4,2.5,3440,6915,0,2,0
589950,Maple Valley,8,4,2.5,3190,8195,0,2,0
459950,Maple Valley,8,4,2.5,2800,6567,0,2,0
429000,Kent,18,3,2.5,2530,8820,0,2,0
460000,Renton,7,3,2.5,2390,47480,0,2,0
280000,Maple Valley,24,3,2,1280,7633,0,1,0
315000,Redmond,30,2,2.25,1290,2436,0,2,0
560000,Maple Valley,24,3,2.5,3440,103672,0,2,0
570000,Maple Valley,25,4,2.5,3420,115434,0,2,0
515000,Renton,9,3,2.5,2610,5845,0,2,0
419000,Renton,13,3,2.5,2170,4517,0,2,0
482000,Renton,12,3,2.5,2950,6545,0,2,0
340000,Renton,12,3,2.5,2240,6000,0,2,0
442250,Renton,12,3,2.5,2170,8169,0,2,0
540000,Renton,10,4,2.75,2830,7334,0,2,0
540000,Renton,9,4,2.5,2600,9935,0,2,0
480000,Renton,10,4,2.5,2600,7787,0,2,0
515500,Renton,10,4,2.75,2830,8126,0,2,0
295000,Renton,13,4,2.5,2290,4539,0,2,0
300000,Auburn,8,4,2.5,2303,3826,0,2,0
388500,Auburn,9,4,2.5,2718,6197,0,2,0
469500,Kirkland,13,4,2.5,2090,7241,950,1,0
585000,Seattle,15,4,2.5,2430,6766,0,2,0
740000,Federal Way,30,5,5,5774,31675,1284,1,2
349950,Seattle,23,3,2.5,2140,7715,0,2,0
515000,Federal Way,28,2,2.25,2690,15000,820,1,2
565000,Federal Way,17,3,2.75,3210,15939,0,2,1
316000,Federal Way,27,4,2.5,2320,7379,0,2,0
335000,Federal Way,27,4,2.5,2520,7205,0,2,0
345000,Federal Way,30,4,2.5,2420,11481,1050,1,0
507950,Renton,9,4,2.5,2630,6283,0,2,0
940000,Redmond,20,4,2.75,3270,9231,0,2,0
597000,Woodinville,20,4,2.5,2370,41338,0,2,0
319000,Kent,19,4,2.5,1930,8336,0,2,0
364900,Kent,17,3,3,2500,8304,0,2,0
360000,Federal Way,27,4,2.5,2610,7333,0,2,0
350000,Federal Way,25,4,2.5,2650,10459,0,2,0
308000,Federal Way,25,3,2.5,2320,7140,0,2,0
299500,Federal Way,25,3,2.5,2090,7163,0,2,0
799000,Seattle,13,4,2.5,2590,7910,0,2,0
525000,Renton,10,4,2.5,3070,7200,0,2,0
438000,Renton,10,4,2.5,1970,8545,0,2,0
575000,Renton,10,5,2.5,3070,7200,0,2,0
